"Time"	"Displacement"	"Bins"	"Mod"	"Velocity"
"135"	134	8.9198	9	"r3"	0.00549999999999962
"136"	135	8.9247	9	"r3"	0.00489999999999924
"137"	136	8.9286	9	"r3"	0.00389999999999979
"138"	137	8.9326	9	"r3"	0.00400000000000134
"139"	138	8.9379	9	"r3"	0.00530000000000008
"140"	139	8.9412	9	"r3"	0.00329999999999941
"141"	140	8.9451	9	"r3"	0.00389999999999979
"142"	141	8.9491	9	"r3"	0.00399999999999956
"143"	142	8.952	9	"r3"	0.00290000000000035
"144"	143	8.9551	9	"r3"	0.00309999999999988
"145"	144	8.9571	9	"r3"	0.00200000000000067
"146"	145	8.9595	8	"r3"	0.00239999999999974
"147"	146	8.9615	8	"r3"	0.00199999999999889
"148"	147	8.9649	8	"r3"	0.00340000000000096
"149"	148	8.9664	8	"r3"	0.00150000000000006
"150"	149	8.9686	8	"r3"	0.0022000000000002
"151"	150	8.9692	8	"r3"	0.000600000000000378
"152"	151	8.972	8	"r3"	0.0027999999999988
"153"	152	8.9756	8	"r3"	0.00360000000000049
"154"	153	8.9769	8	"r3"	0.00130000000000052
"155"	154	8.9786	8	"r3"	0.00169999999999959
