411	11.4	77.62	112.14	170.72	628.12	
412	10.88	79.66	111.4	166.18	631.88	
413	11.1	81.06	108.5	164.8	634.54	
414	10.28	82.4	104.52	161.96	640.84	
415	9.08	80.08	104.54	160.32	645.98	
416	8.92	77.28	109.46	163.72	640.62	
417	7.92	75.46	108.12	163.62	644.88	
418	7.02	75.54	104.8	161	651.64	
419	6.58	72.36	104.1	163.1	653.86	
420	6.18	73.32	105.92	157.92	656.66	
421	6.74	73.12	106.54	158	655.6	
422	6.24	73.06	103.1	157.18	660.42	
423	6.04	73.08	104.5	153.06	663.32	
424	6.12	70.3	106.98	153.74	662.86	
425	5.76	71.18	106.82	153.02	663.22	
426	6.76	70.34	105.12	152.94	664.84	
427	6.32	69.64	105.54	152.62	665.88	
428	4.9	67.4	107.46	154.94	665.3	
429	4.02	66.64	108.52	156.02	664.8	
430	3.96	66.38	108.48	155.04	666.14	
431	3.72	64.4	111.48	156.06	664.34	
432	3.86	62.96	109.42	157.32	666.44	
433	3.24	65.22	103.5	157.56	670.48	
434	3.68	62.98	106.72	154.98	671.64	
435	4.14	62.08	107.52	153.72	672.54	
436	3.34	63.64	104.86	157	671.16	
437	3.52	63.56	103.88	158.76	670.28	
438	3.84	62.52	104.3	156.8	672.54	
439	3.38	60.58	104.22	155.88	675.94	
440	2.92	60.76	106.16	156.1	674.06	
441	2.88	59.38	105.4	157.32	675.02	
442	2.82	58.08	103.92	157.5	677.68	
443	2.3	57.62	103.06	157.3	679.72	
444	2.68	57.08	105.9	156.34	678	
445	2.62	56.24	101.5	157.34	682.3	
446	2.6	53.28	100.96	158.04	685.12	
447	2.64	52.16	101.12	156.74	687.34	
448	2.72	52.14	100.54	157.48	687.12	
449	3.34	51.12	102.48	157.8	685.26	
450	3.16	50.34	104.06	157.44	685	
451	3.02	50.02	104.96	157.12	684.88	
452	3.2	48.7	103.88	155.38	688.84	
453	3.16	47.02	103.6	151.98	694.24	
454	3.22	45.46	102.02	150.18	699.12	
455	3.28	44.24	100.48	147.86	704.14	
456	3.7	43.86	102.14	146.22	704.08	
457	3.24	44.66	100.04	148.06	704	
458	3.28	44.26	100.44	146.56	705.46	
459	2.84	43.26	100.9	143.94	709.06	
460	2.92	41.64	103.46	139.98	712	
461	2.92	41.78	103.18	139.76	712.36	
462	3.36	41.6	100.94	139.32	714.78	
463	3.46	41.92	102.26	137.5	714.86	
464	3.32	41.42	102.52	139.08	713.66	
465	3.34	37.96	104.18	138.86	715.66	
466	3.6	37.66	103.84	138.98	715.92	
467	3.44	38.06	101	138.28	719.22	
468	3.94	35.84	98.86	138.7	722.66	
469	4.02	35.08	101.24	139.18	720.48	
470	3.46	35.14	99.42	137.74	724.24	
471	2.68	35.52	97.64	136.92	727.24	
472	2.88	35.62	97	133.02	731.48	
473	2.56	36.2	97.58	132.58	731.08	
474	2.44	34.4	97.54	132.9	732.72	
475	2.44	35.9	96.78	133.04	731.84	
476	2.64	35.04	94.8	132.18	735.34	
477	2.94	36.34	93.4	132.22	735.1	
478	3.04	36.14	94.68	129.48	736.66	
479	3.2	36.28	96.42	129.8	734.3	
480	3.38	36.44	96.02	130.76	733.4	
481	3.8	34.98	96.4	131.9	732.92	
482	4.06	33.62	94.04	130.44	737.84	
483	4.02	32.62	96.24	127.7	739.42	
484	4.12	31.24	92.42	128.28	743.94	
485	4.34	30.18	90.84	133.04	741.6	
486	4.64	28.66	89.54	131.56	745.6	
487	4.74	29.52	90.48	126.12	749.14	
488	4.1	30.12	87.38	124.16	754.24	
489	4.58	31.06	87.24	123.38	753.74	
490	4.86	30.2	83.3	126.58	755.06	
491	5.08	30.86	80.86	125.68	757.52	
492	5.74	30.5	80.72	126.62	756.42	
493	5.8	29.04	81.2	125.5	758.46	
494	5.74	28	81.46	128.02	756.78	
495	5.88	27.44	81.96	124.86	759.86	
496	6.34	28.6	79.4	124.8	760.86	
497	6.94	28.34	77.72	123.06	763.94	
498	7.4	28.44	76.06	124.28	763.82	
499	6.48	28.4	75.54	122.58	767	
500	6.5	28.2	77.04	119.86	768.4	
501	6.36	27.86	74.94	118.82	772.02	
502	6.56	29.36	73.78	117.38	772.92	
503	5.88	29.36	73.3	116.64	774.82	
504	5.44	29.98	73.4	114.28	776.9	
505	5.18	31.18	70.76	115.76	777.12	
506	5.1	31.14	72.14	116.38	775.24	
507	5.46	30.56	72.22	117.14	774.62	
508	4.74	28.86	70.6	115.16	780.64	
509	4.72	29.86	67.92	117.94	779.56	
510	4.72	28.86	68.76	115.7	781.96	
511	4.58	27.92	66.2	117.28	784.02	
512	4.72	27.38	68.4	115.04	784.46	
513	4.78	27.44	69.22	114.18	784.38	
514	4.52	27.44	68.32	116.52	783.2	
515	4.48	25.96	65.54	113.72	790.3	
516	3.88	27.22	66.46	112.42	790.02	
517	4.14	27.12	66.98	112.18	789.58	
518	4.32	25.58	66.26	112.96	790.88	
519	4.58	25.52	67.18	113.92	788.8	
