"V1"	"V2"	"V3"	"V4"
"70"	69	5.0501	10	"r4"
"71"	70	5.1561	10	"r4"
"72"	71	5.261	10	"r4"
"73"	72	5.3518	10	"r4"
"74"	73	5.4698	10	"r4"
"75"	74	5.5827	10	"r4"
"76"	75	5.6932	10	"r4"
"77"	76	5.8122	10	"r4"
"78"	77	5.9166	10	"r4"
"79"	78	6.0373	10	"r4"
"80"	79	6.1453	10	"r4"
"81"	80	6.2496	10	"r4"
"82"	81	6.3613	10	"r4"
"83"	82	6.4837	10	"r4"
"84"	83	6.5823	10	"r4"
"85"	84	6.6821	10	"r4"
"86"	85	6.7814	10	"r4"
"87"	86	6.8911	10	"r4"
"88"	87	6.975	10	"r4"
"89"	88	7.0703	10	"r4"
"90"	89	7.1544	10	"r4"
"91"	90	7.2429	10	"r4"
"92"	91	7.3271	10	"r4"
"93"	92	7.4046	10	"r4"
"94"	93	7.4933	10	"r4"
"95"	94	7.5736	10	"r4"
"96"	95	7.647	10	"r4"
"97"	96	7.7211	10	"r4"
"98"	97	7.7848	10	"r4"
"99"	98	7.8451	10	"r4"
"100"	99	7.8974	10	"r4"
"101"	100	7.9539	10	"r4"
"102"	101	8.0185	10	"r4"
"103"	102	8.073	10	"r4"
"104"	103	8.1164	10	"r4"
"105"	104	8.1691	10	"r4"
"106"	105	8.2166	10	"r4"
"107"	106	8.2534	10	"r4"
"108"	107	8.2926	10	"r4"
"109"	108	8.3371	10	"r4"
"110"	109	8.3679	10	"r4"
"111"	110	8.402	10	"r4"
"112"	111	8.4351	10	"r4"
"113"	112	8.472	10	"r4"
"114"	113	8.505	10	"r4"
"115"	114	8.5313	10	"r4"
"116"	115	8.555	10	"r4"
"117"	116	8.5753	10	"r4"
"118"	117	8.6023	10	"r4"
"119"	118	8.6283	10	"r4"
"120"	119	8.6497	9	"r4"
"121"	120	8.6676	9	"r4"
"122"	121	8.6867	9	"r4"
"123"	122	8.701	9	"r4"
"124"	123	8.7246	9	"r4"
"125"	124	8.7414	9	"r4"
"126"	125	8.7598	9	"r4"
"127"	126	8.7766	9	"r4"
"128"	127	8.7931	9	"r4"
"129"	128	8.8085	9	"r4"
"130"	129	8.8227	9	"r4"
"131"	130	8.8324	9	"r4"
"132"	131	8.8433	9	"r4"
"133"	132	8.8528	9	"r4"
"134"	133	8.8647	9	"r4"
"135"	134	8.8737	9	"r4"
"136"	135	8.8841	9	"r4"
"137"	136	8.8907	9	"r4"
"138"	137	8.8993	9	"r4"
"139"	138	8.9039	9	"r4"
"140"	139	8.9114	9	"r4"
"141"	140	8.916	9	"r4"
"142"	141	8.9214	9	"r4"
"143"	142	8.9258	8	"r4"
"144"	143	8.9311	8	"r4"
"145"	144	8.9369	8	"r4"
"146"	145	8.942	8	"r4"
"147"	146	8.9467	8	"r4"
"148"	147	8.9489	8	"r4"
"149"	148	8.9536	8	"r4"
"150"	149	8.9546	8	"r4"
"151"	150	8.958	8	"r4"
"152"	151	8.9626	8	"r4"
"153"	152	8.9658	8	"r4"
"154"	153	8.9673	8	"r4"
"155"	154	8.9701	8	"r4"
"156"	155	8.9704	8	"r4"
"157"	156	8.9711	8	"r4"
"158"	157	8.9732	8	"r4"
"159"	158	8.9751	8	"r4"
"160"	159	8.9772	8	"r4"
"161"	160	8.978	8	"r4"
"162"	161	8.9802	8	"r4"
"163"	162	8.9813	8	"r4"
"164"	163	8.9816	8	"r4"
"165"	164	8.9819	8	"r4"
"166"	165	8.9833	8	"r4"
