"V1"	"V2"	"V3"	"V4"
"112"	111	7.2111	10	"r7"
"113"	112	7.2709	10	"r7"
"114"	113	7.3236	10	"r7"
"115"	114	7.3797	10	"r7"
"116"	115	7.4343	10	"r7"
"117"	116	7.4691	10	"r7"
"118"	117	7.5249	10	"r7"
"119"	118	7.5846	10	"r7"
"120"	119	7.6429	10	"r7"
"121"	120	7.694	10	"r7"
"122"	121	7.7402	10	"r7"
"123"	122	7.7928	9	"r7"
"124"	123	7.8419	9	"r7"
"125"	124	7.8897	9	"r7"
"126"	125	7.9456	9	"r7"
"127"	126	7.9875	9	"r7"
"128"	127	8.0335	9	"r7"
"129"	128	8.0834	9	"r7"
"130"	129	8.1252	9	"r7"
"131"	130	8.1749	9	"r7"
"132"	131	8.2156	9	"r7"
"133"	132	8.2506	9	"r7"
"134"	133	8.2774	9	"r7"
"135"	134	8.314	9	"r7"
"136"	135	8.3438	9	"r7"
"137"	136	8.3711	9	"r7"
"138"	137	8.4026	9	"r7"
"139"	138	8.431	9	"r7"
"140"	139	8.4606	9	"r7"
"141"	140	8.4867	9	"r7"
"142"	141	8.515	9	"r7"
"143"	142	8.548	9	"r7"
"144"	143	8.5724	9	"r7"
"145"	144	8.5954	9	"r7"
"146"	145	8.6232	9	"r7"
"147"	146	8.6467	9	"r7"
"148"	147	8.6656	9	"r7"
"149"	148	8.6839	9	"r7"
"150"	149	8.7041	9	"r7"
"151"	150	8.7241	9	"r7"
"152"	151	8.7395	9	"r7"
"153"	152	8.755	9	"r7"
"154"	153	8.7697	9	"r7"
"155"	154	8.784	9	"r7"
"156"	155	8.7963	9	"r7"
"157"	156	8.8056	9	"r7"
"158"	157	8.8166	9	"r7"
"159"	158	8.8274	9	"r7"
"160"	159	8.839	9	"r7"
"161"	160	8.8512	9	"r7"
"162"	161	8.8588	9	"r7"
"163"	162	8.8671	9	"r7"
"164"	163	8.8732	9	"r7"
"165"	164	8.8784	9	"r7"
"166"	165	8.8873	9	"r7"
"167"	166	8.8959	9	"r7"
"168"	167	8.9004	9	"r7"
"169"	168	8.9065	9	"r7"
"170"	169	8.9119	9	"r7"
"171"	170	8.9187	9	"r7"
"172"	171	8.924	9	"r7"
"173"	172	8.9287	9	"r7"
"174"	173	8.9312	8	"r7"
"175"	174	8.9352	8	"r7"
"176"	175	8.9391	8	"r7"
"177"	176	8.9425	8	"r7"
"178"	177	8.9466	8	"r7"
"179"	178	8.9509	8	"r7"
"180"	179	8.9528	8	"r7"
"181"	180	8.9542	8	"r7"
"182"	181	8.9569	8	"r7"
"183"	182	8.9597	7	"r7"
"184"	183	8.9616	7	"r7"
"185"	184	8.9646	7	"r7"
